category,scientific_name,common_names,conservation_status
Vas. Plant,Rhododendron prinophyllum,Pink Azalea,
Vas. Plant,Rhododendron vaseyi,Pink-Shell Azalea,
Vas. Plant,Rhododendron viscosum,"Clammy Azalea, Swamp Azalea",
Vas. Plant,Rhododendron X bakeri,Cumberland Azalea,
Vas. Plant,Vaccinium angustifolium,"Late Lowbush Blueberry, Lowbush Blueberry",
Vas. Plant,Vaccinium arboreum,"Farkleberry, Sparkleberry",
Vas. Plant,Vaccinium corymbosum,Tall Woodland Blueberry,
Vas. Plant,Vaccinium erythrocarpum,"Mountain Cranberry-Bush, Southern Mountain Cranberry",
Vas. Plant,Vaccinium fuscatum,Black Highbush Blueberry,
Vas. Plant,Vaccinium hirsutum,Hairy Blueberry,Species of Concern
Vas. Plant,Vaccinium macrocarpon,Cranberry,
Vas. Plant,Vaccinium myrtilloides,"Sour-Top Blueberry, Velvetleaf Blueberry, Velvetleaf Huckleberry",
Vas. Plant,Vaccinium pallidum,"Early Lowbush Blueberry, Pale Lowbush Blueberry",
Vas. Plant,Vaccinium stamineum,Deerberry,
Vas. Plant,Phlox amoena,"Hairy Phlox, Narrow-Leaved Phlox",
Vas. Plant,Phlox amplifolia,"Broad-Leaved Phlox, Large-Leaved Phlox",
Vas. Plant,Phlox carolina ssp. alta,Thickleaf Phlox,
Vas. Plant,Phlox divaricata,"Blue Phlox, Wild Blue Phlox",
Vas. Plant,Phlox drummondii,Drummond Phlox,
Vas. Plant,Phlox glaberrima ssp. triflora,Smooth Phlox,
Vas. Plant,Phlox latifolia,"Mountain Phlox, Wideflower Phlox",
Vas. Plant,Phlox maculata ssp. pyramidalis,Wild Sweetwilliam,
Vas. Plant,Phlox ovata,Mountain Phlox,
Vas. Plant,Phlox paniculata,Summer Phlox,
Vas. Plant,Phlox stolonifera,Creeping Phlox,
Vas. Plant,Phlox subulata,Moss Phlox,
Vas. Plant,Polemonium reptans,"Greek Valerian, Greek Valerian, Jacob's Ladder",
Vas. Plant,Anagallis arvensis,Scarlet Pimpernel,
Vas. Plant,Anagallis minima,Chaffweed,
Vas. Plant,Dodecatheon meadia,"Blazing Star, Shootingstar",
Vas. Plant,Lysimachia ciliata,"Ciliate Loosestrife, Fringed Loosestrife",
Vas. Plant,Lysimachia fraseri,Fraser's Loosestrife,Species of Concern
Vas. Plant,Lysimachia hybrida,"Intermediate Loosestrife, Lance-Leaf Loosestrife",
Vas. Plant,Lysimachia lanceolata,"Lance-Leaf Loosestrife, Narrow-Leaved Loosestrife",
Vas. Plant,Lysimachia nummularia,"Creeping Jennie, Moneywort",
Vas. Plant,Lysimachia quadrifolia,Whorled Loosestrife,
Vas. Plant,Lysimachia terrestris,Earth Loosestrife,
Vas. Plant,Lysimachia tonsa,"Smooth Loosestrife, Southern Loosestrife",
Vas. Plant,Samolus valerandi ssp. parviflorus,Samolus,
Vas. Plant,Trientalis borealis,Star-Flower,
Vas. Plant,Sarracenia purpurea,Purple Pitcherplant,
Vas. Plant,Halesia tetraptera var. monticola,Silverbell,
Vas. Plant,Styrax grandifolius,Bigleaf Snowbell,
Vas. Plant,Symplocos tinctoria,"Horse-Sugar, Sweetleaf",
Vas. Plant,Stewartia ovata,"Mountain Camellia, Mountain Stewartia",
Vas. Plant,Albizia julibrissin,"Mimosa, Silk Tree",
Vas. Plant,Amorpha fruticosa,"False Indigo, False Indigo-Bush",
Vas. Plant,Amorpha georgiana,Georgia Leadplant,
Vas. Plant,Amorpha glabra,"Smooth False Indigo, Smooth Indigobush",
Vas. Plant,Amphicarpaea bracteata,"American Hog-Peanut, Hog-Peanut",
Vas. Plant,Apios americana,"American Groundnut, Ground-Nut",
Vas. Plant,Astragalus canadensis,Milk Vetch,
Vas. Plant,Baptisia tinctoria,"Wild Indigo, Yellow Wild-Indigo",
Vas. Plant,Centrosema virginianum,"Butterfly-Pea, Coastal Butterfly-Pea",
Vas. Plant,Cercis canadensis,"Eastern Redbud, Redbud",
Vas. Plant,Chamaecrista fasciculata,"Partridge-Pea, Prairie Senna",
Vas. Plant,Chamaecrista fasciculata var. fasciculata,"Partridge Pea, Sleepingplant",
Vas. Plant,Chamaecrista nictitans ssp. nictitans var. nictitans,Partridge Pea,
Vas. Plant,Cladrastis kentukea,Yellowwood,
Vas. Plant,Clitoria mariana,"Butterfly-Pea, Maryland Butterfly-Pea",
Vas. Plant,Coronilla varia,"Common Crown-Vetch, Crown-Vetch",
Vas. Plant,Crotalaria purshii,"Pursh's Rattlebox, Rattlebox",
Vas. Plant,Crotalaria sagittalis,Arrowhead Rattlebox,
Vas. Plant,Cytisus scoparius,"Scotch Broom, Scotch-Broom",
Vas. Plant,Desmanthus illinoensis,Prairie Bundleflower,
Vas. Plant,Desmodium canescens,"Hoary Tick-Treefoil, Tick-Trefoil",
Vas. Plant,Desmodium ciliare,"Hairy Small-Leaved Tick-Treefoil, Small-Leaved Tick-Trefoil",
Vas. Plant,Desmodium cuspidatum,"Tick-Trefoil, Toothed Tick-Treefoil",
Vas. Plant,Desmodium glabellum,"Dillen Tick-Trefoil, Tick-Trefoil",
Vas. Plant,Desmodium glutinosum,"Large Tick-Trefoil, Whorled Tick-Trefoil",
Vas. Plant,Desmodium laevigatum,"Smooth Tick-Treefoil, Smooth Tick-Trefoil",
Vas. Plant,Desmodium marilandicum,"Maryland Tick-Treefoil, Narrow Tick-Trefoil",
Vas. Plant,Desmodium nudiflorum,"Bare-Stemmed Tick-Treefoil, Naked-Flowered Tick-Trefoil",
Vas. Plant,Desmodium nuttallii,"Nuttall Tick-Trefoil, Nuttall's Tick-Trefoil",
Vas. Plant,Desmodium ochroleucum,Cream Ticktrefoil,
Vas. Plant,Desmodium paniculatum var. paniculatum,Panicledleaf Ticktrefoil,
Vas. Plant,Desmodium pauciflorum,"Fewflower Tick-Trefoil, Leafy Tick-Trefoil",
Vas. Plant,Desmodium perplexum,"Perplexed Tick-Trefoil, Tick-Trefoil",
Vas. Plant,Desmodium rotundifolium,"Prostrate Tick-Treefoil, Prostrate Tick-Trefoil",
Vas. Plant,Desmodium viridiflorum,"Tick-Trefoil, Velvety Tick-Treefoil",
Vas. Plant,Galactia regularis,"Eastern Milk-Pea, Milk Pea",
Vas. Plant,Galactia volubilis,Downy Milkpea,
Vas. Plant,Gleditsia triacanthos,"Honeylocust, Honey-Locust",
Vas. Plant,Gymnocladus dioicus,Kentucky Coffee-Tree,
Vas. Plant,Kummerowia stipulacea,Korean Bush-Clover,
Vas. Plant,Kummerowia striata,Japanese Bush-Clover,
Vas. Plant,Laburnum anagyroides,Laburnum,
Vas. Plant,Lathyrus latifolius,"Broad-Leaf Peavine, Everlasting Pea",
Vas. Plant,Lathyrus venosus var. intonsus,Veiny Pea,
Vas. Plant,Lespedeza bicolor,"Japanese Lespedeza, Shrubby Bushclover",
Vas. Plant,Lespedeza capitata,"Round-Head Bush-Clover, Round-Headed Bush Clover",
Vas. Plant,Lespedeza cuneata,"Chinese Bushclover, Cuneate Bush-Clover",
Vas. Plant,Lespedeza frutescens,Shrubby Lespedeza,
Vas. Plant,Lespedeza hirta,Hairy Bush-Clover,
Vas. Plant,Lespedeza intermedia,"Wand Bush-Clover, Wandlike Bush-Clover",
Vas. Plant,Lespedeza procumbens,"Low Bush-Clover, Trailing Bush-Clover",
Vas. Plant,Lespedeza repens,"Creeping Bush-Clover, Trailing Bush-Clover",
Vas. Plant,Lespedeza stuevei,Tall Lespedeza,
Vas. Plant,Lespedeza violacea,Violet Bush-Clover,
Vas. Plant,Lespedeza virginica,Slender Bush-Clover,
Vas. Plant,Lespedeza X nuttallii,Hybrid Bush-Clover,
Vas. Plant,Lotus corniculatus,"Birdsfoot Trefoil, Lotus",
Vas. Plant,Medicago lupulina,"Black Medic, Black Medick",
Vas. Plant,Medicago sativa,Alfalfa,
Vas. Plant,Melilotus albus,White Sweet-Clover,
Vas. Plant,Melilotus officinalis,Yellow Sweet-Clover,
Vas. Plant,Mimosa microphylla,"Littleleaf Sensitive-Briar, Sensitive Brier",
Vas. Plant,Mimosa quadrivalvis var. angustata,"Little-Leaf Sensitive-Briars, Sesitive-Brier, Catclaw",
Vas. Plant,Orbexilum onobrychis,Tall Psoralea,
Vas. Plant,Orbexilum pedunculatum,Sampson's Snakeroot,
Vas. Plant,Orbexilum pedunculatum var. pedunculatum,Sampson's Snakeroot,
Vas. Plant,Orbexilum pedunculatum var. psoralioides,Sampson's Snakeroot,
Vas. Plant,Phaseolus polystachios,Wild Bean,
Vas. Plant,Pueraria montana var. lobata,Kudzu,
Vas. Plant,Rhynchosia tomentosa,"Hairy Rhynchosia, Hairy Snoutbean",
Vas. Plant,Robinia hispida var. hispida,Bristly Locust,
Vas. Plant,Robinia hispida var. kelseyi,Kelsey's Locust,
Vas. Plant,Robinia hispida var. rosea,Boynton's Locust,
Vas. Plant,Robinia pseudoacacia,Black Locust,
Vas. Plant,Robinia viscosa,Clammy Locust,
Vas. Plant,Robinia viscosa var. hartwegii,Hartweg's Locust,
Vas. Plant,Senna hebecarpa,"Tall Partridge-Pea, Wild Senna",
Vas. Plant,Senna marilandica,"Maryland Senna, Wild Senna",
Vas. Plant,Senna obtusifolia,"Java-Bean, Sicklepod",
Vas. Plant,Strophostyles helvula,Trailing Fuzzybean,
Vas. Plant,Strophostyles umbellata,"Pink Wild-Bean, Wild-Bean",
Vas. Plant,Stylosanthes biflora,"Pencil Flower, Pencilflower",
Vas. Plant,Tephrosia spicata,"Spike Goat's Rue, Spiked Hoary-Pea",
Vas. Plant,Tephrosia virginiana,"Goat's Rue, Goat's-Rue",
Vas. Plant,Thermopsis fraxinifolia,Bush-Pea,
Vas. Plant,Thermopsis mollis var. mollis,Softbush-Pea,
Vas. Plant,Thermopsis villosa,"Hairy Bush-Pea, Hairy False-Lupine",
Vas. Plant,Trifolium arvense,Rabbitfoot Clover,
Vas. Plant,Trifolium aureum,Yellow Or Hop-Clover,
Vas. Plant,Trifolium campestre,"Low Hop Clover, Low Hop-Clover",
Vas. Plant,Trifolium dubium,"Smaller Hop-Clover, Suckling Clover",
Vas. Plant,Trifolium hybridum,Alsike Clover,
Vas. Plant,Trifolium incarnatum,Crimson Clover,
Vas. Plant,Trifolium pratense,Red Clover,
Vas. Plant,Trifolium repens,White Clover,
Vas. Plant,Vicia caroliniana,"Carolina Vetch, Carolina Wood Vetch",
Vas. Plant,Vicia cracca ssp. cracca,Bird Vetch,
Vas. Plant,Vicia sativa ssp. nigra,Common Vetch,
Vas. Plant,Vicia villosa ssp. varia,Winter Vetch,
Vas. Plant,Vicia villosa ssp. villosa,Hairy Vetch,
Vas. Plant,Wisteria floribunda,Japanese Wisteria,
Vas. Plant,Wisteria frutescens,"American Wisteria, Wisteria",
Vas. Plant,Polygala ambigua,Whorled Milkwort,
Vas. Plant,Polygala cruciata,"Crossleaf Milkwort, Cross-Leaved Milkwort",
Vas. Plant,Polygala curtissii,"Curtiss Milkwort, Curtiss? Milkwort",
Vas. Plant,Polygala paucifolia,"Fringed Polygala, Gay-Wing Milkwort",
Vas. Plant,Polygala polygama,Racemed Milkwort,
Vas. Plant,Polygala sanguinea,Field Milkwort,
Vas. Plant,Polygala senega var. latifolia,Seneca Snakeroot,
Vas. Plant,Polygala verticillata var. verticillata,Whorled Milkwort,
Vas. Plant,Alnus serrulata,"Brook-Side Alder, Common Alder",
Vas. Plant,Betula alleghaniensis var. alleghaniensis,Yellow Birch,
Vas. Plant,Betula lenta,"Black Or Sweet Birch, Sweet Birch",
Vas. Plant,Betula nigra,River Birch,
Vas. Plant,Betula papyrifera var. cordifolia,Mountain Paper Birch,
Vas. Plant,Betula pendula,European Weeping Birch,
Vas. Plant,Carpinus caroliniana,"American Hornbeam, American Hornbean",
Vas. Plant,Corylus americana,"American Hazel, American Hazelnut",
Vas. Plant,Corylus cornuta,"Beaked Hazel, Beaked Hazelnut",
Vas. Plant,Ostrya,Hophornbeam,
Vas. Plant,Ostrya virginiana,"Eastern Hop-Hornbeam, Hop-Hornbeam",
Vas. Plant,Castanea dentata,American Chestnut,
Vas. Plant,Castanea mollissima,Chinese Chestnut,
Vas. Plant,Castanea pumila,Allegheny Chinkapin,
Vas. Plant,Fagus grandifolia,American Beech,
Vas. Plant,Quercus,Oak,
Vas. Plant,Quercus alba,White Oak,
Vas. Plant,Quercus bicolor,Swamp White Oak,
Vas. Plant,Quercus coccinea,Scarlet Oak,
Vas. Plant,Quercus falcata,"Southern Red Oak, Spanish Oak",
Vas. Plant,Quercus imbricaria,Shingle Oak,
Vas. Plant,Quercus marilandica,Blackjack Oak,
Vas. Plant,Quercus michauxii,Swamp Chestnut Oak,
Vas. Plant,Quercus muehlenbergii,"Chinkapin Oak, Yellow Oak",
Vas. Plant,Quercus palustris,Pin Oak,
Vas. Plant,Quercus phellos,Willow Oak,
Vas. Plant,Quercus prinus,Chestnut Oak,
Vas. Plant,Quercus rubra var. ambigua,Northern Red Oak,
Vas. Plant,Quercus shumardii,Shumard Oak,
Vas. Plant,Quercus stellata,Post Oak,
Vas. Plant,Quercus velutina,Black Oak,
Vas. Plant,Quercus X saulii,Saul's Oak,
Vas. Plant,Carya alba,Mockernut Hickory,
Vas. Plant,Carya carolinae-septentrionalis,Carolina Shagbark Hickory,
Vas. Plant,Carya cordiformis,"Bitternut Hickory, Bitter-Nut Hickory",
Vas. Plant,Carya glabra,"Pignut Hickory, Sweet Pignut Hickory",
Vas. Plant,Carya illinoinensis,Pecan,
Vas. Plant,Carya laciniosa,Shellbark Hickory,
Vas. Plant,Carya ovalis,"Red Hickory, Sweet Pignut Hickory",
Vas. Plant,Carya ovata,"Shagbark Hickory, Shag-Bark Hickory",
Vas. Plant,Carya pallida,"Pale Hickory, Sand Hickory",
Vas. Plant,Juglans cinerea,"Butternut, White Walnut",Species of Concern
Vas. Plant,Juglans mandshurica,Manchu Walnut,
Vas. Plant,Juglans nigra,Black Walnut,
Vas. Plant,Comptonia peregrina,Sweet Fern,
Vas. Plant,Amsonia tabernaemontana var. tabernaemontana,Eastern Bluestar,
Vas. Plant,Apocynum androsaemifolium,Spreading Dogbane,
Vas. Plant,Apocynum cannabinum,"Clasping-Leaf Dogbane, Indianhemp",
Vas. Plant,Asclepias amplexicaulis,"Blunt-Leaved Milkweed, Clasping Milkweed",
Vas. Plant,Asclepias exaltata,Poke Milkweed,
Vas. Plant,Asclepias incarnata ssp. incarnata,Swamp Milkweed,
Vas. Plant,Asclepias incarnata ssp. pulchra,Swamp Milkweed,
Vas. Plant,Asclepias quadrifolia,"Four-Leaved Milkweed, Whorled Milkweed",
Vas. Plant,Asclepias syriaca,"Common Milkweed, Kansas Milkweed",
Vas. Plant,Asclepias tuberosa,"Butterfly-Weed, Butterfly Milkweed",
Vas. Plant,Asclepias variegata,White Milkweed,
Vas. Plant,Asclepias verticillata,Whorled Milkweed,
Vas. Plant,Cynanchum laeve,Cynanchum,
Vas. Plant,Matelea gonocarpos,"Angular-Fruited Milkvine, Climbing Milkweed",
Vas. Plant,Matelea obliqua,Climbing Milkvine,
Vas. Plant,Vinca major,Large Periwinkle,
Vas. Plant,Vinca minor,Periwinkle,
Vas. Plant,Bartonia paniculata,Twining Screwstem,
Vas. Plant,Bartonia paniculata ssp. paniculata,Twining Screwstem,
Vas. Plant,Bartonia virginica,"Bartonia, Yellow Screwstem",
Vas. Plant,Frasera caroliniensis,American Columbo,
Vas. Plant,Gentiana clausa,Bottle Gentian,
Vas. Plant,Gentiana decora,"Mountain Gentian, Showy Gentian",
Vas. Plant,Gentiana linearis,"Linear-Leaved Gentian, Narrow-Leaved Gentian",
Vas. Plant,Gentiana saponaria,"Soap Gentian, Soapwort Gentian",
Vas. Plant,Gentiana villosa,"Hairy Gentian, Striped Gentian",
Vas. Plant,Gentianella quinquefolia ssp. quinquefolia,Stiff Gentian,
Vas. Plant,Obolaria virginica,"Pennywort, Virginia Pennywort",
Vas. Plant,Sabatia angularis,"Rose-Pink, Square-Stemmed Rose Pink",
Vas. Plant,Sabatia campanulata,"Campanulate Sabatia, Slender Marsh Pink",
Vas. Plant,Spigelia marilandica,"Indian Pink, Woodland Pinkroot",
Vas. Plant,Cephalanthus occidentalis,"Buttonbush, Common Buttonbush",
Vas. Plant,Cruciata pedemontana,"Narrow Bedstraw, Piedmont Bedstraw",
Vas. Plant,Diodia teres,Rough Buttonweed,
Vas. Plant,Diodia virginiana,"Larger Button-Weed, Virginia Buttonweed",
Vas. Plant,Galium aparine,"Catchweed Bedstraw, Cleavers",
Vas. Plant,Galium asprellum,Rough Bedstraw,
Vas. Plant,Galium circaezans,Wild Licorice,
Vas. Plant,Galium concinnum,Shining Bedstraw,
Vas. Plant,Galium lanceolatum,"Torrey's Wild Licorice, Yellow Wild Licorice",
Vas. Plant,Galium latifolium,"Broad-Leaved Bedstraw, Purple Bedstraw",
Vas. Plant,Galium obtusum,"Blunt-Leaf Bedstraw, Blunt-Leaved Bedstraw",
Vas. Plant,Galium pedemontana,Narrow Bedstraw,
Vas. Plant,Galium pilosum,Hairy Bedstraw,
Vas. Plant,Galium pilosum var. pilosum,Hairy Bedstraw,
Vas. Plant,Galium pilosum var. puncticulosum,Hairy Bedstraw,
Vas. Plant,Galium tinctorium,"Marsh Bedstraw, Stiff Marsh Bedstraw",
Vas. Plant,Galium triflorum,Fragrant Bedstraw,
Vas. Plant,Houstonia caerulea,"Bluets, Quaker Ladies, Innocence",
Vas. Plant,Houstonia longifolia,"Longleaf Bluet, Longleaf Summer Bluet",
Vas. Plant,Houstonia longifolia var. longifolia,Long-Leaved Bluets,
Vas. Plant,Houstonia longifolia var. tenuifolia,Narrow-Leaved Bluets,
Vas. Plant,Houstonia purpurea,"Purple Bluet, Woodland Bluets",
Vas. Plant,Houstonia purpurea var. calycosa,Venus' Pride,
Vas. Plant,Houstonia purpurea var. purpurea,Venus' Pride,
Vas. Plant,Houstonia serpyllifolia,"Michaux Bluet, Thyme-Leaved Bluets",
Vas. Plant,Mitchella repens,"Partridgeberry, Partridge-Berry",
Vas. Plant,Sherardia arvensis,"Field Madder, Silver Buffalo-Berry",
Vas. Plant,Erodium cicutarium,"Pin Clover, Pin-Clover",
Vas. Plant,Geranium carolinianum,"Carolina Cranesbill, Carolina Crane's-Bill",
Vas. Plant,Geranium columbinum,"Long-Stalk Crane's-Bill, Long-Stalked Cranesbill",
Vas. Plant,Geranium maculatum,"Wild Crane's-Bill, Wild Geranium",
Vas. Plant,Geranium molle,"Dovesfoot Cranesbill, Doves-Foot Crane's-Bill",
Vas. Plant,Geranium pusillum,Small Geranium,
Vas. Plant,Geranium sibiricum,"Siberian Cranesbill, Siberian Crane's-Bill",
Vas. Plant,Geranium thunbergii,Thunberg's Geranium,
Vas. Plant,Hymenophyllum tayloriae,Taylor's Filmy Fern,
Vas. Plant,Trichomanes boschianum,"Appalachian Bristle Fern, Bristle-Fern",
Vas. Plant,Trichomanes intricatum,Weft Fern,
Vas. Plant,Trichomanes petersii,"Dwarf Filmy Fern, Dwarf Filmy-Fern",
Vas. Plant,Isoetes engelmannii,"Appalachian Quillwort, Engelmann's Quillwort",
Vas. Plant,Isoetes macrospora,Lake Quillwort,
Vas. Plant,Isoetes valida,Strong Quillwort,
Vas. Plant,Justicia americana,"Common Water-Willow, Water-Willow",
Vas. Plant,Ruellia caroliniensis ssp. caroliniensis var. caroliniensis,Carolina Wild Petunia,
Vas. Plant,Ruellia caroliniensis ssp. ciliosa var. cinerascens,Carolina Wild Petunia,
Vas. Plant,Ruellia humilis,Hairy Wild-Petunia,
Vas. Plant,Ruellia strepens,Limestone Wild Petunia,
Vas. Plant,Bignonia capreolata,"Crossvine, Cross-Vine",
Vas. Plant,Campsis radicans,Trumpet-Creeper,
Vas. Plant,Catalpa bignonioides,Southern Catalpa,
Vas. Plant,Catalpa speciosa,Northern Catalpa,
Vas. Plant,Agastache nepetoides,"Giant Hyssop, Hyssop",
Vas. Plant,Agastache scrophulariifolia,"Giant Hyssop, Purple Giant Hyssop",
Vas. Plant,Ajuga reptans,"Bugleweed, Carpet-Bugel",
Vas. Plant,Blephilia hirsuta,"Hairy Woodmint, Woodmint",
Vas. Plant,Calamintha nepeta,Lesser Calamint,
Vas. Plant,Callicarpa americana,"Beauty-Berry, French Mulberry",
Vas. Plant,Clinopodium vulgare,Basil,
Vas. Plant,Collinsonia canadensis,"Canada Horse-Balm, Stoneroot",
Vas. Plant,Collinsonia verticillata,Whorled Horsebalm,
Vas. Plant,Cunila origanoides,"Common Dittany, Dittany",
Vas. Plant,Elsholtzia ciliata,Crested Latesummer Mint,
Vas. Plant,Galeopsis tetrahit,Brittlestem Hempnettle,
Vas. Plant,Glechoma hederacea,"Gill-Over-The-Ground, Ground Ivy",
Vas. Plant,Hedeoma pulegioides,American Pennyroyal,
Vas. Plant,Lamium amplexicaule,"Common Deadnettle, Henbit",
Vas. Plant,Lamium purpureum,"Purple Deadnettle, Purple Dead-Nettle",
Vas. Plant,Leonurus cardiaca,"Common Mother-Wort, Motherwort",
Vas. Plant,Lycopus americanus,American Bugleweed,
Vas. Plant,Lycopus rubellus,Taperleaf Waterhorehound,
Vas. Plant,Lycopus uniflorus,"Bugleweed, Northern Bugleweed",
Vas. Plant,Lycopus virginicus,"Virginia Bugleweed, Virginia Water-Horehound",
Vas. Plant,Lycopus X sherardii,Sherard's Waterhorehound,
Vas. Plant,Marrubium vulgare,Horehound,
Vas. Plant,Melissa officinalis,"Common Balm, Garden Balm",
Vas. Plant,Mentha arvensis,Corn Mint,
Vas. Plant,Mentha spicata,Spearmint,
Vas. Plant,Mentha suaveolens,"Apple Mint, Bigleaf Mint, Mint",
Vas. Plant,Mentha X gracilis,Mint,
Vas. Plant,Mentha X piperita,Peppermint,
Vas. Plant,Monarda clinopodia,"Basal Bee-Balm, Horse-Mint",
Vas. Plant,Monarda didyma,"Bee-Balm, Oswego Tea Bee-Balm",
Vas. Plant,Monarda fistulosa,Wild Bergamot Bee-Balm,
Vas. Plant,Monarda media,"Purple Bee-Balm, Purple Bergamot",
Vas. Plant,Monarda punctata,"Bee-Balm, Horsemint",
Vas. Plant,Nepeta cataria,Catnip,
Vas. Plant,Perilla frutescens,"Beefsteak Plant, Beef-Steak Plant",
Vas. Plant,Physostegia virginiana,"False Dragonhead, False Dragon-Head",
Vas. Plant,Physostegia virginiana ssp. praemorsa,Obedient Plant,
Vas. Plant,Physostegia virginiana ssp. virginiana,Obedient Plant,
Vas. Plant,Prunella vulgaris,"Heal-All, Self-Heal",
Vas. Plant,Pycnanthemum beadlei,Beadle's Mountainmint,
Vas. Plant,Pycnanthemum incanum,Hoary Mountainmint,
Vas. Plant,Pycnanthemum loomisii,Hoary Mountain-Mint,
Vas. Plant,Pycnanthemum montanum,"Mountain-Mint, Single-Haired Mountain-Mint",
Vas. Plant,Pycnanthemum muticum,"Blunt Mountainmint, Clustered Mountainmint",
Vas. Plant,Pycnanthemum pycnanthemoides,Southern Mountainmint,
Vas. Plant,Pycnanthemum tenuifolium,"Narrow-Leaved Mountain-Mint, Slender Mountain-Mint",
Vas. Plant,Pycnanthemum virginianum,Virginia Mountainmint,
Vas. Plant,Salvia lyrata,"Lyre-Leaf Sage, Lyre-Leaved Sage",
Vas. Plant,Salvia urticifolia,Nettleleaf Sage,
Vas. Plant,Scutellaria elliptica,Hairy Skullcap,
Vas. Plant,Scutellaria elliptica var. elliptica,Hairy Skullcap,
Vas. Plant,Scutellaria elliptica var. hirsuta,Hairy Skullcap,
Vas. Plant,Scutellaria incana,"Downy Skullcap, Hoary Skullcap",
Vas. Plant,Scutellaria incana var. incana,Hoary Skullcap,
Vas. Plant,Scutellaria incana var. punctata,Hoary Skullcap,
Vas. Plant,Scutellaria integrifolia,"Entire-Leaved Skullcap, Hyssop Skullcap",
Vas. Plant,Scutellaria lateriflora,"Mad Dog Skullcap, Mad-Dog Skullcap",
Vas. Plant,Scutellaria ovata,Heart-Leaved Skullcap,
Vas. Plant,Scutellaria saxatilis,Rock Skullcap,
Vas. Plant,Scutellaria serrata,Showy Skullcap,
Vas. Plant,Stachys clingmanii,"Clingman Hedge-Nettle, Clingman's Hedge-Nettle",
Vas. Plant,Stachys latidens,Broadtooth Hedgenettle,
Vas. Plant,Stachys nuttallii,Hairy Hedge-Nettle,
Vas. Plant,Stachys tenuifolia,"Slender Betony, Smooth Hedgenettle, Smooth Hedge-Nettle",
Vas. Plant,Stachys tenuifolia var. latidens,Rough Hedge-Nettle,
Vas. Plant,Synandra hispidula,"Gyandotte Beauty, Synandra",
Vas. Plant,Teucrium canadense var. canadense,"American Germander, Canada Germander",
Vas. Plant,Teucrium canadense var. virginicum,Wood-Sage,
Vas. Plant,Trichostema dichotomum,"Bluecurls, Forked Bluecurls",
Vas. Plant,Lindernia dubia,"Moistbank Pimpernel, Yellow-Seed False-Pimpernel",
Vas. Plant,Lindernia dubia var. anagallidea,False Pimpernel,
Vas. Plant,Lindernia dubia var. dubia,False Pimpernel,
Vas. Plant,Chionanthus virginicus,"Fringe Tree, Fringe-Tree",
Vas. Plant,Forsythia suspensa,"Forsythia, Weeping Forsythia",
Vas. Plant,Forsythia viridissima,"Forsythia, Green-Stem Forsythia",
Vas. Plant,Fraxinus americana,White Ash,
Vas. Plant,Fraxinus pennsylvanica,Green Ash,
Vas. Plant,Fraxinus profunda,Pumpkin Ash,
Vas. Plant,Fraxinus quadrangulata,Blue Ash,
